shipment_id,ship_date,order_id,carrier_id,carrier_name,service_level,origin_region,destination_zone,package_weight_lb,package_length_in,package_width_in,package_height_in,billed_weight_lb,base_cost,fuel_surcharge,residential_fee,delivery_area_fee,oversized_fee,address_correction_fee,ltl_handling_fee,total_shipping_cost,delivered_days,dimensional_weight_lb,billed_above_actual_flag,non_fuel_surcharge_total,cost_per_billed_lb,weight_delta_lb,base_rate_per_lb,proposed_rate_per_lb,proposed_cost,row_potential_savings,savings_pct,lane
SHP100099,2025-09-17,ORD803958,CR002,FedEx,Ground,West,5,7.6,19,14,8,15.5,121.83,18.18,4.95,0.0,0.0,0.0,0.0,144.96,5,15.31,1,4.95,9.35,7.9,7.86,7.069,114.52,30.44,0.21,West → Zone 5
SHP100100,2025-07-28,ORD803547,CR001,UPS,Ground,West,5,6.04,9,8,6,6.5,43.62,6.87,0.0,0.0,0.0,0.0,0.0,50.49,4,3.11,1,0.0,7.77,0.46,6.71,6.073,39.47,11.02,0.2183,West → Zone 5
SHP100101,2025-01-06,ORD801715,CR001,UPS,Ground,West,4,2.31,25,6,15,16.5,116.66,13.29,0.0,0.0,0.0,0.0,0.0,129.94,3,16.19,1,0.0,7.88,14.19,7.07,6.375,105.19,24.75,0.1905,West → Zone 4
SHP100102,2024-11-02,ORD802295,CR003,USPS,Ground Advantage,Northeast,7,18.38,25,20,8,29.0,240.7,40.32,4.95,6.75,0.0,0.0,0.0,292.72,3,28.78,1,11.7,10.09,10.62,8.3,8.13,247.47,45.25,0.1546,Northeast → Zone 7
SHP100103,2025-03-29,ORD800459,CR001,UPS,2nd Day Air,Northeast,4,14.06,18,9,18,21.0,272.37,27.96,4.95,0.0,0.0,0.0,0.0,305.28,6,20.98,1,4.95,14.54,6.94,12.97,11.845,253.69,51.59,0.169,Northeast → Zone 4
SHP100104,2025-01-27,ORD800595,CR002,FedEx,Ground,Northeast,4,2.26,5,17,9,6.0,37.86,4.94,4.95,0.0,0.0,0.0,0.0,47.75,5,5.5,1,4.95,7.96,3.74,6.31,5.734,39.35,8.4,0.1759,Northeast → Zone 4
SHP100105,2025-02-27,ORD802990,CR003,USPS,Ground Advantage,South,7,5.5,13,22,12,25.0,207.5,37.05,0.0,0.0,0.0,0.0,0.0,244.55,4,24.69,1,0.0,9.78,19.5,8.3,8.13,203.25,41.3,0.1689,South → Zone 7
SHP100106,2024-04-29,ORD804008,CR002,FedEx,Ground,West,5,13.04,4,23,17,13.5,106.11,13.13,4.95,0.0,0.0,0.0,0.0,124.19,6,11.25,1,4.95,9.2,0.46,7.86,7.069,100.38,23.81,0.1917,West → Zone 5
SHP100107,2024-09-11,ORD801058,CR004,XPO LTL,Standard LTL,West,6,253.9,37,20,50,266.5,221.99,31.53,0.0,0.0,0.0,0.0,0.0,253.52,3,266.19,1,0.0,0.95,12.6,0.833,0.787,209.74,43.78,0.1727,West → Zone 6
SHP100108,2025-12-28,ORD803740,CR001,UPS,Ground,Midwest,6,19.25,25,15,17,46.0,464.14,68.76,0.0,0.0,0.0,0.0,0.0,532.9,4,45.86,1,0.0,11.58,26.75,10.09,9.085,417.91,114.99,0.2158,Midwest → Zone 6
SHP100109,2025-03-30,ORD802140,CR001,UPS,2nd Day Air,South,7,6.62,11,9,9,7.0,79.73,7.99,4.95,0.0,0.0,0.0,0.0,92.67,3,6.41,1,4.95,13.24,0.38,11.39,10.399,77.74,14.93,0.1611,South → Zone 7
SHP100110,2025-02-27,ORD803828,CR002,FedEx,Ground,Midwest,2,1.37,9,20,17,22.5,180.67,30.11,0.0,0.0,0.0,0.0,0.0,210.79,3,22.01,1,0.0,9.37,21.13,8.03,7.178,161.5,49.29,0.2338,Midwest → Zone 2
SHP100111,2024-11-13,ORD803628,CR001,UPS,Ground,South,5,5.57,24,22,10,38.0,361.76,37.03,0.0,0.0,18.5,0.0,0.0,417.29,6,37.99,1,18.5,10.98,32.43,9.52,8.563,343.89,73.4,0.1759,South → Zone 5
SHP100112,2025-09-11,ORD800726,CR003,USPS,Ground Advantage,Northeast,6,14.61,19,4,16,15.0,96.0,16.93,0.0,0.0,0.0,12.0,0.0,124.93,4,8.75,1,12.0,8.33,0.39,6.4,6.28,106.2,18.73,0.1499,Northeast → Zone 6
SHP100113,2025-10-19,ORD801842,CR002,FedEx,Ground,Midwest,5,3.65,23,20,4,13.5,106.11,13.34,0.0,0.0,0.0,0.0,0.0,119.45,4,13.24,1,0.0,8.85,9.85,7.86,7.069,95.43,24.02,0.2011,Midwest → Zone 5
SHP100114,2024-09-22,ORD804093,CR001,UPS,Ground,South,3,6.42,6,23,9,9.0,50.04,8.62,4.95,0.0,0.0,0.0,0.0,63.61,1,8.94,1,4.95,7.07,2.58,5.56,5.036,50.27,13.34,0.2097,South → Zone 3
SHP100115,2024-08-22,ORD801823,CR002,FedEx,Ground,West,7,9.18,9,24,25,39.0,427.83,56.61,4.95,0.0,0.0,0.0,0.0,489.39,2,38.85,1,4.95,12.55,29.82,10.97,9.866,389.72,99.67,0.2037,West → Zone 7
SHP100116,2024-06-04,ORD802606,CR003,USPS,Ground Advantage,Northeast,5,3.18,25,7,4,5.5,28.71,4.05,4.95,0.0,0.0,0.0,0.0,37.71,5,5.04,1,4.95,6.86,2.32,5.22,5.08,32.89,4.82,0.1278,Northeast → Zone 5
SHP100117,2025-10-30,ORD801900,CR001,UPS,Ground,West,5,17.85,20,9,8,18.0,137.52,23.01,0.0,0.0,0.0,0.0,0.0,160.53,2,10.36,1,0.0,8.92,0.15,7.64,6.96,125.28,35.25,0.2196,West → Zone 5
SHP100118,2025-01-10,ORD802169,CR002,FedEx,Ground,Northeast,4,5.21,17,25,14,43.0,395.6,44.62,4.95,0.0,0.0,0.0,0.0,445.17,3,42.81,1,4.95,10.35,37.79,9.2,8.348,363.91,81.26,0.1825,Northeast → Zone 4
SHP100119,2024-06-18,ORD802390,CR002,FedEx,Ground,South,4,7.86,18,23,20,60.0,898.8,114.36,4.95,0.0,18.5,0.0,0.0,1036.61,4,59.57,1,23.45,17.28,52.14,14.98,13.738,847.73,188.88,0.1822,South → Zone 4
SHP100120,2025-07-07,ORD803170,CR002,FedEx,Ground,West,7,8.72,15,24,15,39.0,427.83,61.43,4.95,0.0,0.0,0.0,0.0,494.21,5,38.85,1,4.95,12.67,30.28,10.97,9.866,389.72,104.49,0.2114,West → Zone 7
SHP100121,2024-04-13,ORD803732,CR003,USPS,Ground Advantage,Midwest,4,4.38,8,7,25,10.5,57.85,10.25,0.0,0.0,0.0,0.0,0.0,68.1,5,10.07,1,0.0,6.49,6.12,5.51,5.389,56.58,11.52,0.1692,Midwest → Zone 4
SHP100122,2025-05-01,ORD801610,CR003,USPS,Ground Advantage,Northeast,8,10.75,15,9,20,19.5,142.16,20.05,4.95,0.0,0.0,0.0,0.0,167.15,3,19.42,1,4.95,8.57,8.75,7.29,7.013,141.7,25.45,0.1523,Northeast → Zone 8
SHP100123,2024-08-03,ORD802384,CR002,FedEx,2Day,West,6,19.72,21,22,18,60.0,1502.4,219.17,0.0,6.75,0.0,0.0,0.0,1728.32,5,59.83,1,6.75,28.81,40.28,25.04,22.449,1353.69,374.63,0.2168,West → Zone 6
SHP100124,2024-05-26,ORD803735,CR001,UPS,Ground,Midwest,6,3.85,19,21,25,72.0,1130.4,178.4,0.0,6.75,0.0,0.0,0.0,1315.55,5,71.76,1,6.75,18.27,68.15,15.7,14.405,1043.91,271.64,0.2065,Midwest → Zone 6
SHP100125,2024-10-12,ORD802235,CR001,UPS,Next Day Air,Midwest,4,14.79,10,6,4,15.0,212.1,31.95,4.95,0.0,0.0,12.0,0.0,261.0,6,1.73,1,16.95,17.4,0.21,14.14,12.863,209.89,51.11,0.1958,Midwest → Zone 4
SHP100126,2024-05-06,ORD800187,CR002,FedEx,Ground,Midwest,5,11.18,5,17,17,11.5,90.39,11.98,4.95,0.0,0.0,0.0,0.0,107.32,2,10.4,1,4.95,9.33,0.32,7.86,7.069,86.24,21.08,0.1964,Midwest → Zone 5
SHP100127,2024-10-16,ORD802555,CR004,XPO LTL,Standard LTL,West,2,293.93,51,33,19,294.0,174.34,23.05,0.0,0.0,0.0,0.0,0.0,197.4,4,230.05,1,0.0,0.67,0.07,0.593,0.568,166.99,30.41,0.1541,West → Zone 2
SHP100128,2025-03-26,ORD802384,CR003,USPS,Ground Advantage,Midwest,4,13.39,10,24,10,17.5,96.42,14.58,0.0,0.0,0.0,0.0,0.0,111.01,4,17.27,1,0.0,6.34,4.11,5.51,5.389,94.31,16.7,0.1504,Midwest → Zone 4
SHP100129,2025-06-27,ORD804045,CR002,FedEx,Ground,West,7,9.07,17,23,24,68.0,1139.0,164.24,4.95,6.75,0.0,0.0,0.0,1314.94,3,67.51,1,11.7,19.34,58.93,16.75,14.947,1028.1,286.84,0.2181,West → Zone 7
SHP100130,2024-12-19,ORD802624,CR001,UPS,Ground,Northeast,6,6.02,20,21,25,76.0,1193.2,125.3,0.0,6.75,0.0,0.0,0.0,1325.25,3,75.54,1,6.75,17.44,69.98,15.7,14.405,1101.53,223.72,0.1688,Northeast → Zone 6
SHP100131,2024-05-16,ORD804118,CR001,UPS,2nd Day Air,South,3,6.88,19,15,22,45.5,552.37,85.6,4.95,0.0,0.0,0.0,0.0,642.92,4,45.11,1,4.95,14.13,38.62,12.14,11.027,506.68,136.24,0.2119,South → Zone 3
SHP100132,2024-08-22,ORD801023,CR003,USPS,Priority Mail,South,5,15.45,18,12,24,37.5,394.5,59.47,0.0,0.0,18.5,0.0,0.0,472.47,3,37.29,1,18.5,12.6,22.05,10.52,10.126,398.22,74.25,0.1572,South → Zone 5
SHP100133,2024-10-29,ORD800161,CR002,FedEx,Express Saver,South,6,9.13,5,19,12,9.5,96.04,13.23,0.0,6.75,0.0,0.0,0.0,116.03,4,8.2,1,6.75,12.21,0.37,10.11,9.001,92.26,23.77,0.2049,South → Zone 6
SHP100134,2024-09-19,ORD802100,CR003,USPS,Priority Mail,Midwest,5,2.43,11,25,25,49.5,520.74,55.63,4.95,0.0,0.0,0.0,0.0,581.32,5,49.46,1,4.95,11.74,47.07,10.52,10.126,506.19,75.13,0.1292,Midwest → Zone 5
SHP100135,2025-06-08,ORD803904,CR001,UPS,Ground,South,7,6.51,18,9,20,23.5,250.51,30.4,0.0,0.0,0.0,0.0,0.0,280.91,3,23.31,1,0.0,11.95,16.99,10.66,9.772,229.64,51.27,0.1825,South → Zone 7
SHP100136,2024-06-04,ORD804025,CR001,UPS,Ground,Northeast,6,3.29,25,24,13,56.5,887.05,145.98,4.95,6.75,18.5,0.0,0.0,1063.23,5,56.12,1,30.2,18.82,53.21,15.7,14.405,844.08,219.15,0.2061,Northeast → Zone 6
SHP100137,2025-09-29,ORD803996,CR002,FedEx,Ground,Northeast,5,16.24,14,11,4,16.5,129.69,15.99,4.95,0.0,0.0,0.0,0.0,150.63,5,4.43,1,4.95,9.13,0.26,7.86,7.069,121.59,29.04,0.1928,Northeast → Zone 5
SHP100138,2025-09-01,ORD800277,CR002,FedEx,Ground,South,4,8.99,7,11,12,9.0,56.79,8.09,0.0,0.0,0.0,0.0,0.0,64.88,4,6.65,1,0.0,7.21,0.01,6.31,5.734,51.61,13.27,0.2045,South → Zone 4
SHP100139,2025-07-24,ORD801723,CR002,FedEx,2Day,South,6,5.38,16,24,11,30.5,490.75,64.31,0.0,6.75,0.0,0.0,0.0,561.81,3,30.39,1,6.75,18.42,25.12,16.09,14.491,448.73,113.08,0.2013,South → Zone 6
SHP100140,2024-06-07,ORD802500,CR001,UPS,Ground,Midwest,2,14.01,23,12,14,28.0,218.4,29.1,4.95,0.0,0.0,0.0,0.0,252.45,6,27.8,1,4.95,9.02,13.99,7.8,7.081,203.22,49.23,0.195,Midwest → Zone 2
SHP100141,2025-07-27,ORD803563,CR002,FedEx,Ground,West,2,4.92,11,15,16,19.0,115.9,19.41,0.0,0.0,0.0,0.0,0.0,135.31,5,18.99,1,0.0,7.12,14.08,6.1,5.509,104.67,30.64,0.2264,West → Zone 2
SHP100142,2024-09-28,ORD801283,CR002,FedEx,Ground,West,5,7.66,15,14,8,12.5,98.25,14.49,4.95,0.0,0.0,0.0,0.0,117.69,7,12.09,1,4.95,9.42,4.84,7.86,7.069,93.31,24.38,0.2072,West → Zone 5
SHP100143,2025-07-24,ORD803115,CR002,FedEx,Ground,Northeast,5,15.67,7,18,4,16.0,125.76,20.44,0.0,0.0,0.0,0.0,0.0,146.2,5,3.63,1,0.0,9.14,0.33,7.86,7.069,113.1,33.1,0.2264,Northeast → Zone 5
SHP100144,2024-03-14,ORD804105,CR001,UPS,Ground,West,7,6.06,24,13,11,25.0,266.5,42.19,4.95,0.0,18.5,0.0,0.0,332.14,4,24.69,1,23.45,13.29,18.94,10.66,9.772,267.75,64.39,0.1939,West → Zone 7
SHP100145,2025-03-13,ORD800692,CR003,USPS,Priority Mail,South,5,2.26,6,6,20,5.5,40.81,4.98,0.0,0.0,0.0,0.0,0.0,45.79,3,5.18,1,0.0,8.33,3.24,7.42,7.198,39.59,6.2,0.1354,South → Zone 5
SHP100146,2024-11-19,ORD803954,CR003,USPS,Priority Mail,South,4,4.55,25,5,16,14.5,113.39,15.25,0.0,0.0,0.0,0.0,0.0,128.64,3,14.39,1,0.0,8.87,9.95,7.82,7.702,111.68,16.96,0.1318,South → Zone 4
SHP100147,2025-11-30,ORD802971,CR003,USPS,Priority Mail,Midwest,7,14.95,17,7,13,15.0,145.8,20.93,4.95,6.75,0.0,0.0,0.0,178.43,4,11.13,1,11.7,11.9,0.05,9.72,9.228,150.12,28.31,0.1587,Midwest → Zone 7
SHP100148,2025-04-19,ORD803252,CR004,XPO LTL,Expedited LTL,South,4,80.0,51,46,41,692.0,722.45,119.91,0.0,0.0,0.0,0.0,0.0,842.36,5,691.99,1,0.0,1.22,612.0,1.044,0.961,665.01,177.35,0.2105,South → Zone 4
SHP100149,2024-10-05,ORD801987,CR002,FedEx,Ground,West,6,9.0,25,9,8,13.0,109.85,12.75,4.95,6.75,0.0,0.0,0.0,134.3,2,12.95,1,11.7,10.33,4.0,8.45,7.812,113.26,21.04,0.1567,West → Zone 6
SHP100150,2024-02-07,ORD802551,CR002,FedEx,Ground,Midwest,3,11.77,8,19,22,24.5,210.94,27.35,0.0,0.0,0.0,0.0,0.0,238.3,7,24.06,1,0.0,9.73,12.73,8.61,7.8,191.1,47.2,0.1981,Midwest → Zone 3
SHP100151,2024-11-05,ORD800152,CR002,FedEx,Ground,Northeast,4,22.01,13,5,12,22.5,207.0,31.11,4.95,0.0,0.0,0.0,0.0,243.06,6,5.61,1,4.95,10.8,0.49,9.2,8.348,192.78,50.28,0.2069,Northeast → Zone 4
SHP100152,2024-04-11,ORD802524,CR002,FedEx,Ground,Northeast,8,7.49,18,10,9,12.0,115.56,17.98,0.0,0.0,0.0,0.0,0.0,133.54,5,11.65,1,0.0,11.13,4.51,9.63,8.559,102.71,30.83,0.2309,Northeast → Zone 8
SHP100153,2025-08-04,ORD801151,CR003,USPS,Priority Mail,West,5,11.24,15,19,18,37.0,389.24,56.03,4.95,0.0,0.0,0.0,0.0,450.22,3,36.91,1,4.95,12.17,25.76,10.52,10.126,379.61,70.61,0.1568,West → Zone 5
SHP100154,2025-01-03,ORD802240,CR004,XPO LTL,Expedited LTL,South,5,238.73,46,36,23,274.5,265.17,47.03,0.0,0.0,0.0,0.0,0.0,312.2,3,274.01,1,0.0,1.14,35.77,0.966,0.915,251.17,61.03,0.1955,South → Zone 5
SHP100155,2024-12-01,ORD804068,CR001,UPS,2nd Day Air,Northeast,7,12.36,15,19,14,29.0,448.34,50.47,4.95,6.75,0.0,0.0,0.0,510.51,4,28.71,1,11.7,17.6,16.64,15.46,14.141,421.79,88.72,0.1738,Northeast → Zone 7
SHP100156,2024-07-24,ORD803104,CR002,FedEx,Express Saver,South,4,5.81,24,14,8,19.5,191.49,28.67,4.95,0.0,0.0,0.0,0.0,225.11,2,19.34,1,4.95,11.54,13.69,9.82,8.81,176.75,48.36,0.2148,South → Zone 4
SHP100157,2025-05-03,ORD802761,CR001,UPS,Ground,West,6,8.64,7,4,16,9.0,65.52,10.4,4.95,0.0,0.0,0.0,0.0,80.87,4,3.22,1,4.95,8.99,0.36,7.28,6.748,65.68,15.19,0.1878,West → Zone 6
SHP100158,2025-01-26,ORD800207,CR004,XPO LTL,Standard LTL,Midwest,5,219.85,43,37,44,504.0,451.08,47.78,0.0,0.0,0.0,0.0,0.0,498.86,5,503.63,1,0.0,0.99,284.15,0.895,0.84,423.36,75.5,0.1513,Midwest → Zone 5
SHP100159,2025-08-08,ORD802849,CR001,UPS,Ground,Midwest,4,3.7,18,9,23,27.0,241.38,25.92,0.0,0.0,0.0,0.0,0.0,267.3,3,26.81,1,0.0,9.9,23.3,8.94,8.021,216.57,50.73,0.1898,Midwest → Zone 4
SHP100160,2024-05-13,ORD802964,CR002,FedEx,Ground,Northeast,3,1.72,5,7,4,2.0,9.9,1.35,0.0,0.0,0.0,0.0,0.0,11.25,6,1.01,1,0.0,5.62,0.28,4.95,4.423,8.85,2.4,0.2133,Northeast → Zone 3
SHP100161,2025-09-01,ORD800175,CR001,UPS,Ground,Midwest,5,15.27,10,20,12,17.5,133.7,23.61,4.95,0.0,0.0,0.0,0.0,162.26,2,17.27,1,4.95,9.27,2.23,7.64,6.96,126.75,35.51,0.2188,Midwest → Zone 5
SHP100162,2025-01-04,ORD802784,CR001,UPS,2nd Day Air,Northeast,6,9.4,22,20,14,44.5,651.04,77.71,0.0,6.75,0.0,0.0,0.0,735.49,5,44.32,1,6.75,16.53,35.1,14.63,13.51,607.94,127.55,0.1734,Northeast → Zone 6
SHP100163,2024-03-09,ORD801361,CR004,XPO LTL,Expedited LTL,West,5,281.85,20,50,28,282.0,272.41,35.35,0.0,0.0,0.0,0.0,0.0,307.76,4,201.44,1,0.0,1.09,0.15,0.966,0.915,258.03,49.73,0.1616,West → Zone 5
SHP100164,2024-10-01,ORD802912,CR001,UPS,2nd Day Air,West,6,9.87,17,11,22,30.0,438.9,58.9,4.95,0.0,0.0,0.0,0.0,502.75,5,29.6,1,4.95,16.76,20.13,14.63,13.51,410.25,92.5,0.184,West → Zone 6
SHP100165,2025-10-10,ORD800134,CR004,XPO LTL,Standard LTL,Northeast,7,80.0,32,45,35,363.0,343.03,42.33,0.0,0.0,0.0,0.0,0.0,385.36,2,362.59,1,0.0,1.06,283.0,0.945,0.891,323.43,61.93,0.1607,Northeast → Zone 7
SHP100166,2024-03-28,ORD800802,CR001,UPS,Ground,West,5,23.15,9,24,19,30.0,285.6,46.53,0.0,0.0,0.0,0.0,0.0,332.13,5,29.53,1,0.0,11.07,6.85,9.52,8.563,256.89,75.24,0.2265,West → Zone 5
SHP100167,2024-05-08,ORD802854,CR001,UPS,Ground,Northeast,4,3.21,24,23,16,64.0,931.84,161.3,0.0,0.0,0.0,0.0,0.0,1093.14,3,63.54,1,0.0,17.08,60.79,14.56,13.444,860.42,232.72,0.2129,Northeast → Zone 4
SHP100168,2024-07-31,ORD803629,CR001,UPS,2nd Day Air,South,6,9.72,20,15,19,41.5,607.14,82.05,0.0,6.75,0.0,0.0,0.0,695.94,2,41.01,1,6.75,16.77,31.78,14.63,13.51,567.41,128.53,0.1847,South → Zone 6
SHP100169,2025-09-15,ORD800498,CR001,UPS,Ground,South,4,0.79,9,15,21,20.5,183.27,26.26,4.95,0.0,0.0,0.0,0.0,214.48,4,20.4,1,4.95,10.46,19.71,8.94,8.021,169.38,45.1,0.2103,South → Zone 4
SHP100170,2025-10-11,ORD803552,CR002,FedEx,Ground,South,4,4.48,18,25,22,71.5,1071.07,171.32,0.0,0.0,0.0,0.0,0.0,1242.39,5,71.22,1,0.0,17.38,67.02,14.98,13.738,982.27,260.12,0.2094,South → Zone 4
SHP100171,2024-11-25,ORD804166,CR003,USPS,Ground Advantage,Northeast,6,3.68,16,25,4,12.0,76.8,10.95,4.95,0.0,18.5,0.0,0.0,111.2,2,11.51,1,23.45,9.27,8.32,6.4,6.28,98.81,12.39,0.1114,Northeast → Zone 6
SHP100172,2024-10-31,ORD800504,CR003,USPS,Priority Mail,West,4,11.36,6,18,24,19.0,148.58,23.35,0.0,0.0,0.0,0.0,0.0,171.93,5,18.65,1,0.0,9.05,7.64,7.82,7.702,146.34,25.59,0.1488,West → Zone 4
SHP100173,2025-02-28,ORD802482,CR001,UPS,2nd Day Air,South,5,18.48,22,22,5,18.5,204.98,28.44,4.95,0.0,0.0,0.0,0.0,238.37,4,17.41,1,4.95,12.88,0.02,11.08,9.819,186.6,51.77,0.2172,South → Zone 5
SHP100174,2024-07-12,ORD801769,CR004,XPO LTL,Expedited LTL,South,5,358.07,45,35,19,358.5,369.61,66.21,0.0,0.0,0.0,0.0,24.0,459.83,8,215.29,1,24.0,1.28,0.43,1.031,0.984,376.76,83.07,0.1807,South → Zone 5
SHP100175,2024-01-03,ORD803575,CR001,UPS,Ground,South,8,0.65,23,14,14,32.5,364.98,47.57,0.0,0.0,0.0,0.0,0.0,412.55,2,32.43,1,0.0,12.69,31.85,11.23,10.327,335.63,76.92,0.1865,South → Zone 8
SHP100176,2025-02-12,ORD802448,CR002,FedEx,Ground,South,6,0.74,23,20,6,20.0,207.6,31.06,0.0,6.75,18.5,0.0,0.0,263.91,4,19.86,1,25.25,13.2,19.26,10.38,9.4,213.25,50.66,0.192,South → Zone 6
SHP100177,2025-07-29,ORD802781,CR003,USPS,Ground Advantage,West,6,9.69,15,13,16,22.5,176.62,23.12,0.0,6.75,0.0,0.0,0.0,206.49,5,22.45,1,6.75,9.18,12.81,7.85,7.675,179.44,27.05,0.131,West → Zone 6
SHP100178,2024-10-26,ORD800922,CR002,FedEx,Ground,Midwest,6,6.84,20,9,18,23.5,243.93,38.99,4.95,0.0,0.0,0.0,0.0,287.87,3,23.31,1,4.95,12.25,16.66,10.38,9.4,225.85,62.02,0.2154,Midwest → Zone 6
SHP100179,2025-08-08,ORD801540,CR003,USPS,Priority Mail,Midwest,6,3.16,9,23,8,12.0,109.08,12.22,4.95,0.0,0.0,0.0,0.0,126.25,5,11.91,1,4.95,10.52,8.84,9.09,8.75,109.95,16.3,0.1291,Midwest → Zone 6
SHP100180,2025-11-20,ORD800298,CR002,FedEx,Ground,West,7,26.31,16,9,21,26.5,290.71,34.86,0.0,6.75,0.0,0.0,0.0,332.32,7,21.76,1,6.75,12.54,0.19,10.97,9.866,268.2,64.12,0.1929,West → Zone 7
SHP100181,2024-03-31,ORD802850,CR003,USPS,Priority Mail,Northeast,3,8.4,18,19,16,39.5,365.77,37.23,4.95,0.0,0.0,0.0,0.0,407.95,4,39.37,1,4.95,10.33,31.1,9.26,8.892,356.18,51.77,0.1269,Northeast → Zone 3
SHP100182,2025-02-18,ORD802258,CR002,FedEx,Express Saver,West,5,15.87,24,13,22,49.5,654.39,117.3,0.0,0.0,0.0,0.0,0.0,771.69,3,49.38,1,0.0,15.59,33.63,13.22,11.98,593.01,178.68,0.2315,West → Zone 5
SHP100183,2025-10-12,ORD802961,CR001,UPS,Ground,South,5,26.58,22,24,15,57.0,862.41,145.65,4.95,0.0,0.0,0.0,0.0,1013.01,6,56.98,1,4.95,17.77,30.42,15.13,13.82,792.69,220.32,0.2175,South → Zone 5
SHP100184,2025-11-24,ORD803825,CR003,USPS,Ground Advantage,Midwest,5,29.7,12,25,13,30.0,222.3,35.53,0.0,0.0,0.0,0.0,0.0,257.83,1,28.06,1,0.0,8.59,0.3,7.41,7.195,215.85,41.98,0.1628,Midwest → Zone 5
SHP100185,2024-04-02,ORD804108,CR001,UPS,Ground,Northeast,5,7.79,14,18,15,27.5,261.8,40.54,0.0,0.0,0.0,0.0,0.0,302.34,6,27.19,1,0.0,10.99,19.71,9.52,8.563,235.48,66.86,0.2211,Northeast → Zone 5
SHP100186,2025-03-13,ORD802259,CR002,FedEx,Ground,Northeast,6,3.94,23,19,17,53.5,864.56,101.07,0.0,0.0,18.5,0.0,0.0,984.13,3,53.45,1,18.5,18.39,49.56,16.16,14.419,789.92,194.21,0.1973,Northeast → Zone 6
SHP100187,2025-04-09,ORD801094,CR003,USPS,Ground Advantage,Northeast,5,6.93,17,23,10,28.5,211.19,27.81,0.0,0.0,0.0,0.0,0.0,238.99,4,28.13,1,0.0,8.39,21.57,7.41,7.195,205.06,33.93,0.142,Northeast → Zone 5
SHP100188,2024-10-02,ORD801083,CR004,XPO LTL,Expedited LTL,West,4,232.92,25,40,28,233.0,207.6,25.73,0.0,0.0,0.0,0.0,0.0,233.34,4,201.44,1,0.0,1.0,0.08,0.891,0.823,191.76,41.58,0.1782,West → Zone 4
SHP100189,2025-06-23,ORD802011,CR002,FedEx,Ground,Midwest,4,4.08,25,7,21,26.5,243.8,41.24,4.95,0.0,18.5,0.0,0.0,308.49,3,26.44,1,23.45,11.64,22.42,9.2,8.348,244.67,63.82,0.2069,Midwest → Zone 4
SHP100190,2024-07-08,ORD803442,CR002,FedEx,Ground,West,7,10.0,20,4,13,10.5,94.92,9.92,4.95,0.0,0.0,0.0,0.0,109.79,4,7.48,1,4.95,10.46,0.5,9.04,8.175,90.79,19.0,0.1731,West → Zone 7
SHP100191,2025-02-02,ORD800226,CR001,UPS,Ground,West,2,3.26,12,11,23,22.0,171.6,24.34,4.95,0.0,0.0,0.0,0.0,200.89,4,21.84,1,4.95,9.13,18.74,7.8,7.081,160.73,40.16,0.1999,West → Zone 2
SHP100192,2025-03-14,ORD801666,CR002,FedEx,Ground,Northeast,8,8.03,17,25,7,21.5,248.54,43.39,0.0,6.75,18.5,0.0,0.0,317.18,2,21.4,1,25.25,14.75,13.47,11.56,10.422,249.32,67.86,0.2139,Northeast → Zone 8
SHP100193,2025-12-20,ORD800307,CR003,USPS,Priority Mail,Midwest,8,21.38,9,17,6,21.5,267.03,45.8,4.95,0.0,0.0,0.0,0.0,317.78,3,6.6,1,4.95,14.78,0.12,12.42,11.939,261.64,56.14,0.1767,Midwest → Zone 8
SHP100194,2024-10-13,ORD803757,CR003,USPS,Ground Advantage,Midwest,4,9.64,16,20,25,58.0,657.14,94.86,4.95,0.0,0.0,0.0,0.0,756.95,6,57.55,1,4.95,13.05,48.36,11.33,11.134,650.72,106.23,0.1403,Midwest → Zone 4
SHP100195,2024-11-10,ORD802828,CR003,USPS,Ground Advantage,Midwest,5,11.71,19,5,25,17.5,104.12,15.38,0.0,0.0,0.0,0.0,0.0,119.51,5,17.09,1,0.0,6.83,5.79,5.95,5.764,100.87,18.64,0.156,Midwest → Zone 5
SHP100196,2025-08-28,ORD801504,CR001,UPS,Ground,West,7,13.85,24,23,4,16.0,140.64,24.51,0.0,0.0,0.0,0.0,0.0,165.15,3,15.88,1,0.0,10.32,2.15,8.79,8.015,128.24,36.91,0.2235,West → Zone 7
SHP100197,2024-03-12,ORD803478,CR002,FedEx,Ground,West,3,9.1,22,14,10,22.5,193.72,31.35,4.95,0.0,0.0,0.0,0.0,230.02,4,22.16,1,4.95,10.22,13.4,8.61,7.8,180.45,49.57,0.2155,West → Zone 3
SHP100198,2024-12-07,ORD800272,CR004,XPO LTL,Standard LTL,Midwest,8,257.24,28,41,38,314.0,315.57,48.42,0.0,0.0,0.0,0.0,0.0,363.99,4,313.84,1,0.0,1.16,56.76,1.005,0.956,300.18,63.81,0.1753,Midwest → Zone 8
SHP100199,2024-07-02,ORD801517,CR003,USPS,Priority Mail,West,4,18.08,7,25,20,25.5,252.2,44.66,4.95,0.0,0.0,0.0,0.0,301.8,4,25.18,1,4.95,11.84,7.42,9.89,9.583,249.32,52.48,0.1739,West → Zone 4
